Rapid Ronin Transactions,Fast Ronin Transactions,Standard Ronin Transactions,Slow Ronin Transactions,Rapid Deposit ETH,Fast Deposit ETH,Standard Deposit ETH,Slow Deposit ETH,Rapid Withdraw ETH,Fast Withdraw ETH,Standard Withdraw ETH,Slow Withdraw ETH,Rapid Deposit AXS,Fast Deposit AXS,Standard Deposit AXS,Slow Deposit AXS,Rapid Withdraw AXS,Fast Withdraw AXS,Standard Withdraw AXS,Slow Withdraw AXS,Rapid Deposit SLP,Fast Deposit SLP,Standard Deposit SLP,Slow Deposit SLP,Rapid Withdraw SLP,Fast Withdraw SLP,Standard Withdraw SLP,Slow Withdraw SLP,Rapid Ethereum: Send ETH,Fast Ethereum: Send ETH,Standard Ethereum: Send ETH,Slow Ethereum: Send ETH,Rapid Ethereum: Send AXS,Fast Ethereum: Send AXS,Standard Ethereum: Send AXS,Slow Ethereum: Send AXS,Rapid Ethereum: Send SLP,Fast Ethereum: Send SLP,Standard Ethereum: Send SLP,Slow Ethereum: Send SLP,DT_HR
$0,$0,$0,$0,$47.52,$36.03,$35.51,$35.51,$60.07,$45.55,$44.89,$44.89,$42.17,$31.98,$31.51,$31.51,$53.4,$40.49,$39.9,$39.9,$42.16,$31.97,$31.51,$31.51,$55.85,$42.34,$41.73,$41.73,$6.09,$4.62,$4.55,$4.55,$10.32,$7.83,$7.71,$7.71,$10.77,$8.16,$8.05,$8.05,25/08/2021 01:07:52
$0,$0,$0,$0,$48.57,$44.7,$44.18,$44.18,$61.39,$56.51,$55.85,$55.85,$43.1,$39.67,$39.21,$39.21,$54.57,$50.23,$49.64,$49.64,$43.09,$39.66,$39.2,$39.2,$57.07,$52.53,$51.92,$51.92,$6.23,$5.73,$5.67,$5.67,$10.55,$9.71,$9.6,$9.6,$11,$10.13,$10.01,$10.01,25/08/2021 01:09:00
$0,$0,$0,$0,$41.81,$36.06,$35.28,$35.28,$52.84,$45.58,$44.6,$44.6,$37.1,$32,$31.31,$31.31,$46.97,$40.51,$39.64,$39.64,$37.09,$31.99,$31.3,$31.3,$49.13,$42.37,$41.46,$41.46,$5.36,$4.62,$4.52,$4.52,$9.08,$7.83,$7.66,$7.66,$9.47,$8.17,$7.99,$7.99,25/08/2021 01:10:08
$0,$0,$0,$0,$38.13,$35.35,$34.83,$34.83,$48.2,$44.69,$44.03,$44.03,$33.84,$31.37,$30.91,$30.91,$42.85,$39.72,$39.14,$39.14,$33.83,$31.37,$30.9,$30.9,$44.81,$41.55,$40.93,$40.93,$4.89,$4.53,$4.47,$4.47,$8.28,$7.68,$7.57,$7.57,$8.64,$8.01,$7.89,$7.89,25/08/2021 01:11:15
$0,$0,$0,$0,$40.2,$34.25,$33.73,$33.73,$50.81,$43.29,$42.63,$42.63,$35.67,$30.39,$29.93,$29.93,$45.17,$38.48,$37.9,$37.9,$35.66,$30.39,$29.92,$29.92,$47.24,$40.25,$39.63,$39.63,$5.16,$4.39,$4.33,$4.33,$8.73,$7.44,$7.33,$7.33,$9.11,$7.76,$7.64,$7.64,25/08/2021 01:12:23
$0,$0,$0,$0,$38.99,$33.91,$33.39,$33.39,$49.28,$42.87,$42.21,$42.21,$34.6,$30.1,$29.63,$29.63,$43.81,$38.11,$37.52,$37.52,$34.59,$30.09,$29.62,$29.62,$45.81,$39.85,$39.24,$39.24,$5,$4.35,$4.28,$4.28,$8.47,$7.37,$7.25,$7.25,$8.83,$7.68,$7.56,$7.56,25/08/2021 01:13:30
$0,$0,$0,$0,$38.09,$31.31,$30.79,$30.79,$48.15,$39.58,$38.92,$38.92,$33.8,$27.78,$27.32,$27.32,$42.8,$35.18,$34.59,$34.59,$33.8,$27.78,$27.31,$27.31,$44.76,$36.79,$36.18,$36.18,$4.89,$4.02,$3.95,$3.95,$8.27,$6.8,$6.69,$6.69,$8.63,$7.09,$6.97,$6.97,25/08/2021 01:14:37
$0,$0,$0,$0,$40.19,$32.36,$31.84,$31.84,$50.8,$40.9,$40.24,$40.24,$35.67,$28.72,$28.25,$28.25,$45.16,$36.36,$35.78,$35.78,$35.66,$28.71,$28.25,$28.25,$47.23,$38.03,$37.42,$37.42,$5.15,$4.15,$4.08,$4.08,$8.73,$7.03,$6.92,$6.92,$9.11,$7.33,$7.21,$7.21,25/08/2021 01:15:44
$0,$0,$0,$0,$34.15,$28.31,$27.51,$27.51,$43.16,$35.78,$34.78,$34.78,$30.3,$25.12,$24.41,$24.41,$38.37,$31.81,$30.91,$30.91,$30.3,$25.12,$24.41,$24.41,$40.13,$33.27,$32.33,$32.33,$4.38,$3.63,$3.53,$3.53,$7.42,$6.15,$5.98,$5.98,$7.74,$6.41,$6.23,$6.23,25/08/2021 01:16:52
$0,$0,$0,$0,$40.66,$31.58,$31.05,$31.05,$51.39,$39.91,$39.25,$39.25,$36.08,$28.02,$27.56,$27.56,$45.68,$35.48,$34.89,$34.89,$36.07,$28.01,$27.55,$27.55,$47.78,$37.1,$36.49,$36.49,$5.21,$4.05,$3.98,$3.98,$8.83,$6.86,$6.74,$6.74,$9.21,$7.15,$7.04,$7.04,25/08/2021 01:18:00
$0,$0,$0,$0,$60.51,$36.89,$36.37,$36.37,$76.49,$46.63,$45.97,$45.97,$53.7,$32.74,$32.27,$32.27,$67.99,$41.45,$40.86,$40.86,$53.68,$32.73,$32.27,$32.27,$71.11,$43.35,$42.74,$42.74,$7.76,$4.73,$4.66,$4.66,$13.14,$8.01,$7.9,$7.9,$13.71,$8.36,$8.24,$8.24,25/08/2021 01:19:08
$0,$0,$0,$0,$45.61,$35.55,$35.03,$35.03,$57.65,$44.94,$44.28,$44.28,$40.47,$31.55,$31.09,$31.09,$51.25,$39.95,$39.36,$39.36,$40.46,$31.54,$31.08,$31.08,$53.6,$41.78,$41.17,$41.17,$5.85,$4.56,$4.49,$4.49,$9.91,$7.72,$7.61,$7.61,$10.33,$8.05,$7.94,$7.94,25/08/2021 01:20:15
$0,$0,$0,$0,$37.51,$31.09,$30.01,$30.01,$47.41,$39.3,$37.93,$37.93,$33.29,$27.59,$26.63,$26.63,$42.15,$34.94,$33.72,$33.72,$33.28,$27.58,$26.62,$26.62,$44.08,$36.54,$35.26,$35.26,$4.81,$3.99,$3.85,$3.85,$8.15,$6.75,$6.52,$6.52,$8.5,$7.04,$6.8,$6.8,25/08/2021 01:21:23
$0,$0,$0,$0,$42.17,$34.72,$33.79,$33.79,$53.31,$43.89,$42.71,$42.71,$37.42,$30.81,$29.99,$29.99,$47.39,$39.02,$37.97,$37.97,$37.41,$30.81,$29.98,$29.98,$49.56,$40.8,$39.71,$39.71,$5.41,$4.45,$4.33,$4.33,$9.16,$7.54,$7.34,$7.34,$9.55,$7.87,$7.66,$7.66,25/08/2021 01:22:31
$0,$0,$0,$0,$45.77,$42.47,$41.95,$41.95,$57.86,$53.68,$53.03,$53.03,$40.62,$37.69,$37.23,$37.23,$51.43,$47.72,$47.14,$47.14,$40.61,$37.68,$37.22,$37.22,$53.79,$49.91,$49.3,$49.3,$5.87,$5.45,$5.38,$5.38,$9.94,$9.22,$9.11,$9.11,$10.37,$9.62,$9.5,$9.5,25/08/2021 01:23:38
$0,$0,$0,$0,$30.2,$26.07,$25.56,$25.56,$38.17,$32.95,$32.31,$32.31,$26.8,$23.13,$22.68,$22.68,$33.93,$29.29,$28.72,$28.72,$26.79,$23.13,$22.68,$22.68,$35.49,$30.63,$30.03,$30.03,$3.87,$3.34,$3.28,$3.28,$6.56,$5.66,$5.55,$5.55,$6.84,$5.91,$5.79,$5.79,25/08/2021 07:05:47
$0,$0,$0,$0,$35.43,$28.97,$28.13,$28.13,$44.78,$36.61,$35.56,$35.56,$31.44,$25.7,$24.97,$24.97,$39.81,$32.55,$31.61,$31.61,$31.43,$25.7,$24.96,$24.96,$41.63,$34.04,$33.06,$33.06,$4.54,$3.71,$3.61,$3.61,$7.69,$6.29,$6.11,$6.11,$8.03,$6.56,$6.37,$6.37,25/08/2021 07:06:53
$0,$0,$0,$0,$37.34,$30.63,$30.12,$30.12,$47.2,$38.72,$38.08,$38.08,$33.14,$27.18,$26.73,$26.73,$41.96,$34.42,$33.85,$33.85,$33.13,$27.18,$26.73,$26.73,$43.88,$36,$35.4,$35.4,$4.79,$3.93,$3.86,$3.86,$8.11,$6.65,$6.54,$6.54,$8.46,$6.94,$6.82,$6.82,25/08/2021 07:07:58
$0,$0,$0,$0,$36.56,$27.95,$27.44,$27.44,$46.21,$35.33,$34.69,$34.69,$32.44,$24.81,$24.35,$24.35,$41.08,$31.41,$30.84,$30.84,$32.43,$24.8,$24.35,$24.35,$42.96,$32.85,$32.25,$32.25,$4.69,$3.58,$3.52,$3.52,$7.94,$6.07,$5.96,$5.96,$8.28,$6.33,$6.22,$6.22,25/08/2021 07:09:05
$0,$0,$0,$0,$43.13,$31.1,$30.59,$30.59,$54.51,$39.31,$38.67,$38.67,$38.27,$27.6,$27.15,$27.15,$48.46,$34.95,$34.38,$34.38,$38.26,$27.59,$27.14,$27.14,$50.68,$36.55,$35.95,$35.95,$5.53,$3.99,$3.92,$3.92,$9.37,$6.76,$6.64,$6.64,$9.77,$7.05,$6.93,$6.93,25/08/2021 07:10:11
$0,$0,$0,$0,$33.1,$26.43,$25.82,$25.82,$41.84,$33.4,$32.63,$32.63,$29.38,$23.45,$22.91,$22.91,$37.19,$29.69,$29.01,$29.01,$29.37,$23.45,$22.91,$22.91,$38.9,$31.06,$30.34,$30.34,$4.25,$3.39,$3.31,$3.31,$7.19,$5.74,$5.61,$5.61,$7.5,$5.99,$5.85,$5.85,25/08/2021 07:11:17
$0,$0,$0,$0,$34.31,$25.92,$24.04,$24.04,$43.37,$32.76,$30.39,$30.39,$30.45,$23,$21.33,$21.33,$38.56,$29.13,$27.01,$27.01,$30.44,$23,$21.33,$21.33,$40.32,$30.46,$28.25,$28.25,$4.4,$3.32,$3.08,$3.08,$7.45,$5.63,$5.22,$5.22,$7.77,$5.87,$5.45,$5.45,25/08/2021 07:12:22
$0,$0,$0,$0,$26.35,$24.86,$24.35,$24.35,$33.31,$31.42,$30.78,$30.78,$23.39,$22.06,$21.61,$21.61,$29.61,$27.93,$27.36,$27.36,$23.38,$22.05,$21.6,$21.6,$30.97,$29.21,$28.61,$28.61,$3.38,$3.19,$3.12,$3.12,$5.72,$5.4,$5.29,$5.29,$5.97,$5.63,$5.52,$5.52,25/08/2021 07:13:28
$0,$0,$0,$0,$44.25,$27.59,$27.08,$27.08,$55.93,$34.87,$34.23,$34.23,$39.26,$24.48,$24.03,$24.03,$49.72,$31,$30.43,$30.43,$39.25,$24.48,$24.03,$24.03,$51.99,$32.42,$31.82,$31.82,$5.67,$3.54,$3.47,$3.47,$9.61,$5.99,$5.88,$5.88,$10.02,$6.25,$6.14,$6.14,25/08/2021 07:14:35
$0,$0,$0,$0,$34.83,$27.49,$26.77,$26.77,$44.02,$34.75,$33.83,$33.83,$30.91,$24.4,$23.75,$23.75,$39.13,$30.89,$30.08,$30.08,$30.9,$24.39,$23.75,$23.75,$40.93,$32.31,$31.46,$31.46,$4.47,$3.53,$3.43,$3.43,$7.56,$5.97,$5.81,$5.81,$7.89,$6.23,$6.06,$6.06,25/08/2021 07:15:41
$0,$0,$0,$0,$35.69,$30.81,$30.09,$30.09,$45.12,$38.95,$38.03,$38.03,$31.68,$27.34,$26.7,$26.7,$40.11,$34.62,$33.8,$33.8,$31.67,$27.34,$26.69,$26.69,$41.95,$36.21,$35.35,$35.35,$4.58,$3.95,$3.86,$3.86,$7.75,$6.69,$6.53,$6.53,$8.09,$6.98,$6.82,$6.82,25/08/2021 07:16:47
$0,$0,$0,$0,$36.34,$32.52,$32.01,$32.01,$45.94,$41.11,$40.46,$40.46,$32.25,$28.86,$28.41,$28.41,$40.84,$36.54,$35.97,$35.97,$32.24,$28.85,$28.4,$28.4,$42.71,$38.22,$37.62,$37.62,$4.66,$4.17,$4.11,$4.11,$7.89,$7.06,$6.95,$6.95,$8.23,$7.37,$7.25,$7.25,25/08/2021 07:17:52
$0,$0,$0,$0,$41.11,$32.58,$31.62,$31.62,$51.96,$41.18,$39.96,$39.96,$36.48,$28.91,$28.06,$28.06,$46.19,$36.61,$35.53,$35.53,$36.47,$28.9,$28.05,$28.05,$48.31,$38.28,$37.15,$37.15,$5.27,$4.18,$4.05,$4.05,$8.93,$7.08,$6.87,$6.87,$9.31,$7.38,$7.16,$7.16,25/08/2021 07:18:58
$0,$0,$0,$0,$36.73,$28.57,$28.06,$28.06,$46.43,$36.11,$35.47,$35.47,$32.6,$25.35,$24.9,$24.9,$41.27,$32.1,$31.53,$31.53,$32.59,$25.35,$24.89,$24.89,$43.16,$33.57,$32.97,$32.97,$4.71,$3.66,$3.6,$3.6,$7.98,$6.2,$6.09,$6.09,$8.32,$6.47,$6.36,$6.36,25/08/2021 07:20:05
$0,$0,$0,$0,$24.25,$22.92,$22.22,$22.22,$30.65,$28.97,$28.09,$28.09,$21.52,$20.34,$19.72,$19.72,$27.25,$25.75,$24.97,$24.97,$21.51,$20.33,$19.71,$19.71,$28.49,$26.93,$26.11,$26.11,$3.11,$2.94,$2.85,$2.85,$5.27,$4.98,$4.83,$4.83,$5.49,$5.19,$5.03,$5.03,25/08/2021 07:21:11
$0,$0,$0,$0,$36.69,$28.05,$27.54,$27.54,$46.38,$35.46,$34.82,$34.82,$32.56,$24.9,$24.44,$24.44,$41.23,$31.52,$30.95,$30.95,$32.55,$24.89,$24.44,$24.44,$43.12,$32.97,$32.37,$32.37,$4.71,$3.6,$3.53,$3.53,$7.97,$6.09,$5.98,$5.98,$8.31,$6.36,$6.24,$6.24,25/08/2021 07:22:18
$0,$0,$0,$0,$33.64,$27.32,$26.56,$26.56,$42.52,$34.53,$33.57,$33.57,$29.85,$24.24,$23.57,$23.57,$37.8,$30.7,$29.84,$29.84,$29.85,$24.24,$23.56,$23.56,$39.53,$32.11,$31.21,$31.21,$4.31,$3.5,$3.41,$3.41,$7.31,$5.93,$5.77,$5.77,$7.62,$6.19,$6.02,$6.02,25/08/2021 07:23:24
$0,$0,$0,$0,$36.72,$30.6,$29.01,$29.01,$46.41,$38.67,$36.67,$36.67,$32.58,$27.15,$25.74,$25.74,$41.26,$34.38,$32.59,$32.59,$32.57,$27.15,$25.73,$25.73,$43.15,$35.96,$34.09,$34.09,$4.71,$3.92,$3.72,$3.72,$7.97,$6.65,$6.3,$6.3,$8.32,$6.93,$6.57,$6.57,25/08/2021 07:24:29
$0,$0,$0,$0,$27.96,$26.7,$26.19,$26.19,$35.34,$33.75,$33.1,$33.1,$24.81,$23.69,$23.24,$23.24,$31.42,$30,$29.43,$29.43,$24.81,$23.69,$23.23,$23.23,$32.86,$31.37,$30.77,$30.77,$3.59,$3.42,$3.36,$3.36,$6.07,$5.8,$5.69,$5.69,$6.33,$6.05,$5.93,$5.93,25/08/2021 07:25:35
$0,$0,$0,$0,$34.62,$28.12,$27.61,$27.61,$43.76,$35.54,$34.9,$34.9,$30.72,$24.95,$24.5,$24.5,$38.9,$31.59,$31.02,$31.02,$30.71,$24.95,$24.49,$24.49,$40.68,$33.04,$32.44,$32.44,$4.44,$3.61,$3.54,$3.54,$7.52,$6.11,$6,$6,$7.84,$6.37,$6.25,$6.25,25/08/2021 07:26:41
$0,$0,$0,$0,$39.88,$33.69,$33.18,$33.18,$50.41,$42.59,$41.94,$41.94,$35.39,$29.9,$29.45,$29.45,$44.81,$37.86,$37.28,$37.28,$35.38,$29.89,$29.44,$29.44,$46.86,$39.59,$38.99,$38.99,$5.11,$4.32,$4.26,$4.26,$8.66,$7.32,$7.21,$7.21,$9.03,$7.63,$7.52,$7.52,25/08/2021 07:27:47
$0,$0,$0,$0,$34.59,$29.88,$29.37,$29.37,$43.72,$37.77,$37.12,$37.12,$30.7,$26.52,$26.06,$26.06,$38.87,$33.58,$33,$33,$30.69,$26.51,$26.06,$26.06,$40.65,$35.12,$34.51,$34.51,$4.44,$3.83,$3.77,$3.77,$7.51,$6.49,$6.38,$6.38,$7.84,$6.77,$6.65,$6.65,25/08/2021 07:28:53
$0,$0,$0,$0,$25.59,$24.05,$23.54,$23.54,$32.34,$30.4,$29.75,$29.75,$22.71,$21.34,$20.89,$20.89,$28.75,$27.03,$26.45,$26.45,$22.7,$21.34,$20.88,$20.88,$30.07,$28.26,$27.66,$27.66,$3.28,$3.08,$3.02,$3.02,$5.56,$5.22,$5.11,$5.11,$5.8,$5.45,$5.33,$5.33,25/08/2021 07:29:59
$0,$0,$0,$0,$34.76,$25.08,$24.54,$24.54,$43.94,$31.7,$31.01,$31.01,$30.85,$22.25,$21.77,$21.77,$39.06,$28.18,$27.57,$27.57,$30.84,$22.25,$21.77,$21.77,$40.85,$29.47,$28.83,$28.83,$4.46,$3.22,$3.15,$3.15,$7.55,$5.45,$5.33,$5.33,$7.87,$5.68,$5.56,$5.56,25/08/2021 07:31:05
$0,$0,$0,$0,$40.88,$33.84,$33.33,$33.33,$51.67,$42.78,$42.13,$42.13,$36.28,$30.03,$29.58,$29.58,$45.93,$38.03,$37.45,$37.45,$36.27,$30.03,$29.57,$29.57,$48.04,$39.77,$39.17,$39.17,$5.24,$4.34,$4.27,$4.27,$8.88,$7.35,$7.24,$7.24,$9.26,$7.67,$7.55,$7.55,25/08/2021 07:32:11
$0,$0,$0,$0,$34.68,$25.07,$24.56,$24.56,$43.84,$31.69,$31.04,$31.04,$30.78,$22.25,$21.79,$21.79,$38.97,$28.17,$27.59,$27.59,$30.77,$22.24,$21.79,$21.79,$40.76,$29.46,$28.86,$28.86,$4.45,$3.21,$3.15,$3.15,$7.53,$5.44,$5.33,$5.33,$7.86,$5.68,$5.56,$5.56,25/08/2021 07:33:17
$0,$0,$0,$0,$36.3,$32.39,$31.88,$31.88,$45.88,$40.94,$40.29,$40.29,$32.21,$28.74,$28.29,$28.29,$40.79,$36.39,$35.82,$35.82,$32.2,$28.73,$28.28,$28.28,$42.66,$38.06,$37.46,$37.46,$4.66,$4.15,$4.09,$4.09,$7.88,$7.03,$6.92,$6.92,$8.22,$7.34,$7.22,$7.22,25/08/2021 07:34:24
$0,$0,$0,$0,$39.37,$31.81,$31.29,$31.29,$49.77,$40.2,$39.56,$39.56,$34.94,$28.22,$27.77,$27.77,$44.24,$35.74,$35.16,$35.16,$34.93,$28.22,$27.76,$27.76,$46.27,$37.37,$36.77,$36.77,$5.05,$4.08,$4.01,$4.01,$8.55,$6.91,$6.8,$6.8,$8.92,$7.21,$7.09,$7.09,25/08/2021 07:35:30
$0,$0,$0,$0,$44.96,$40.36,$39.85,$39.85,$56.83,$51.01,$50.37,$50.37,$39.9,$35.82,$35.36,$35.36,$50.52,$45.35,$44.77,$44.77,$39.89,$35.81,$35.35,$35.35,$52.83,$47.43,$46.83,$46.83,$5.77,$5.18,$5.11,$5.11,$9.77,$8.77,$8.65,$8.65,$10.19,$9.14,$9.03,$9.03,25/08/2021 07:36:36
$0,$0,$0,$0,$34.22,$32.18,$31.67,$31.67,$43.26,$40.67,$40.03,$40.03,$30.37,$28.56,$28.1,$28.1,$38.45,$36.16,$35.58,$35.58,$30.36,$28.55,$28.1,$28.1,$40.21,$37.81,$37.21,$37.21,$4.39,$4.13,$4.06,$4.06,$7.43,$6.99,$6.88,$6.88,$7.75,$7.29,$7.17,$7.17,25/08/2021 07:37:44
$0,$0,$0,$0,$34.72,$33.92,$33.41,$33.41,$43.88,$42.87,$42.23,$42.23,$30.81,$30.1,$29.65,$29.65,$39.01,$38.11,$37.54,$37.54,$30.8,$30.09,$29.64,$29.64,$40.8,$39.86,$39.26,$39.26,$4.45,$4.35,$4.28,$4.28,$7.54,$7.37,$7.26,$7.26,$7.86,$7.68,$7.57,$7.57,25/08/2021 07:38:50
$0,$0,$0,$0,$39.83,$32.01,$31.5,$31.5,$50.35,$40.46,$39.81,$39.81,$35.35,$28.4,$27.95,$27.95,$44.76,$35.97,$35.39,$35.39,$35.34,$28.4,$27.94,$27.94,$46.81,$37.61,$37.01,$37.01,$5.11,$4.1,$4.04,$4.04,$8.65,$6.95,$6.84,$6.84,$9.02,$7.25,$7.14,$7.14,25/08/2021 07:39:57
$0,$0,$0,$0,$51.62,$42.29,$41.78,$41.78,$65.25,$53.45,$52.8,$52.8,$45.81,$37.53,$37.07,$37.07,$58,$47.51,$46.94,$46.94,$45.8,$37.52,$37.06,$37.06,$60.66,$49.69,$49.09,$49.09,$6.62,$5.42,$5.36,$5.36,$11.21,$9.18,$9.07,$9.07,$11.69,$9.58,$9.46,$9.46,25/08/2021 07:41:04
$0,$0,$0,$0,$43.95,$34.24,$33.73,$33.73,$55.55,$43.28,$42.63,$42.63,$39,$30.38,$29.93,$29.93,$49.38,$38.47,$37.9,$37.9,$38.99,$30.38,$29.92,$29.92,$51.65,$40.24,$39.64,$39.64,$5.64,$4.39,$4.33,$4.33,$9.55,$7.44,$7.33,$7.33,$9.96,$7.76,$7.64,$7.64,25/08/2021 07:42:09
$0,$0,$0,$0,$42.93,$35.27,$34.76,$34.76,$54.27,$44.58,$43.93,$43.93,$38.1,$31.3,$30.84,$30.84,$48.24,$39.63,$39.05,$39.05,$38.09,$31.29,$30.83,$30.83,$50.45,$41.44,$40.84,$40.84,$5.51,$4.52,$4.46,$4.46,$9.32,$7.66,$7.55,$7.55,$9.73,$7.99,$7.87,$7.87,25/08/2021 07:43:15
$0,$0,$0,$0,$37.13,$32.11,$31.35,$31.35,$46.93,$40.59,$39.63,$39.63,$32.95,$28.49,$27.82,$27.82,$41.72,$36.08,$35.23,$35.23,$32.94,$28.49,$27.81,$27.81,$43.63,$37.73,$36.84,$36.84,$4.76,$4.12,$4.02,$4.02,$8.06,$6.97,$6.81,$6.81,$8.41,$7.27,$7.1,$7.1,25/08/2021 07:44:21
$0,$0,$0,$0,$38.5,$34.84,$34.33,$34.33,$48.66,$44.03,$43.39,$43.39,$34.17,$30.92,$30.46,$30.46,$43.26,$39.14,$38.57,$38.57,$34.16,$30.91,$30.45,$30.45,$45.24,$40.94,$40.34,$40.34,$4.94,$4.47,$4.4,$4.4,$8.36,$7.57,$7.46,$7.46,$8.72,$7.89,$7.78,$7.78,25/08/2021 07:45:26
$0,$0,$0,$0,$38.93,$32.78,$32.27,$32.27,$49.21,$41.44,$40.79,$40.79,$34.55,$29.09,$28.64,$28.64,$43.74,$36.83,$36.26,$36.26,$34.54,$29.08,$28.63,$28.63,$45.75,$38.52,$37.92,$37.92,$4.99,$4.2,$4.14,$4.14,$8.46,$7.12,$7.01,$7.01,$8.82,$7.43,$7.31,$7.31,25/08/2021 07:46:32
$0,$0,$0,$0,$44.71,$36.86,$36.35,$36.35,$56.51,$46.59,$45.94,$45.94,$39.68,$32.71,$32.25,$32.25,$50.24,$41.41,$40.84,$40.84,$39.67,$32.7,$32.24,$32.24,$52.54,$43.31,$42.71,$42.71,$5.73,$4.73,$4.66,$4.66,$9.71,$8.01,$7.89,$7.89,$10.13,$8.35,$8.23,$8.23,25/08/2021 07:47:37
$0,$0,$0,$0,$29.17,$26.72,$26.21,$26.21,$36.87,$33.77,$33.12,$33.12,$25.88,$23.71,$23.26,$23.26,$32.77,$30.02,$29.45,$29.45,$25.88,$23.7,$23.25,$23.25,$34.27,$31.4,$30.8,$30.8,$3.74,$3.43,$3.36,$3.36,$6.33,$5.8,$5.69,$5.69,$6.61,$6.05,$5.94,$5.94,25/08/2021 07:48:42
$0,$0,$0,$0,$34.22,$26.09,$25.58,$25.58,$43.26,$32.98,$32.33,$32.33,$30.37,$23.15,$22.7,$22.7,$38.45,$29.31,$28.74,$28.74,$30.36,$23.15,$22.69,$22.69,$40.22,$30.66,$30.06,$30.06,$4.39,$3.35,$3.28,$3.28,$7.43,$5.67,$5.56,$5.56,$7.75,$5.91,$5.79,$5.79,25/08/2021 07:49:51
$0,$0,$0,$0,$35.82,$25.08,$24.56,$24.56,$45.28,$31.7,$31.05,$31.05,$31.79,$22.25,$21.8,$21.8,$40.25,$28.18,$27.6,$27.6,$31.78,$22.25,$21.79,$21.79,$42.1,$29.47,$28.87,$28.87,$4.59,$3.22,$3.15,$3.15,$7.78,$5.45,$5.34,$5.34,$8.12,$5.68,$5.57,$5.57,25/08/2021 07:50:57
$0,$0,$0,$0,$27.56,$22.48,$21.67,$21.67,$34.83,$28.41,$27.39,$27.39,$24.45,$19.95,$19.23,$19.23,$30.96,$25.26,$24.35,$24.35,$24.45,$19.94,$19.22,$19.22,$32.38,$26.42,$25.46,$25.46,$3.53,$2.88,$2.78,$2.78,$5.99,$4.88,$4.71,$4.71,$6.24,$5.09,$4.91,$4.91,25/08/2021 07:52:02
$0,$0,$0,$0,$44.07,$31.21,$30.69,$30.69,$55.7,$39.45,$38.8,$38.8,$39.11,$27.69,$27.24,$27.24,$49.52,$35.06,$34.49,$34.49,$39.1,$27.69,$27.23,$27.23,$51.79,$36.67,$36.07,$36.07,$5.65,$4,$3.94,$3.94,$9.57,$6.78,$6.67,$6.67,$9.98,$7.07,$6.95,$6.95,25/08/2021 07:53:09
$0,$0,$0,$0,$44.09,$32.79,$32.28,$32.28,$55.72,$41.45,$40.8,$40.8,$39.12,$29.1,$28.64,$28.64,$49.54,$36.84,$36.27,$36.27,$39.11,$29.09,$28.64,$28.64,$51.81,$38.53,$37.93,$37.93,$5.65,$4.2,$4.14,$4.14,$9.58,$7.12,$7.01,$7.01,$9.99,$7.43,$7.31,$7.31,25/08/2021 07:54:15
$0,$0,$0,$0,$33.54,$27.15,$26.54,$26.54,$42.4,$34.32,$33.54,$33.54,$29.77,$24.1,$23.55,$23.55,$37.69,$30.51,$29.82,$29.82,$29.76,$24.09,$23.54,$23.54,$39.42,$31.91,$31.18,$31.18,$4.3,$3.48,$3.4,$3.4,$7.29,$5.9,$5.76,$5.76,$7.6,$6.15,$6.01,$6.01,25/08/2021 07:55:20
$0,$0,$0,$0,$41.03,$36.33,$35.82,$35.82,$51.87,$45.92,$45.27,$45.27,$36.41,$32.24,$31.78,$31.78,$46.11,$40.82,$40.24,$40.24,$36.4,$32.23,$31.78,$31.78,$48.22,$42.69,$42.09,$42.09,$5.26,$4.66,$4.59,$4.59,$8.91,$7.89,$7.78,$7.78,$9.3,$8.23,$8.11,$8.11,25/08/2021 07:56:27
$0,$0,$0,$0,$35.87,$26.8,$26.04,$26.04,$45.34,$33.87,$32.91,$32.91,$31.83,$23.78,$23.11,$23.11,$40.3,$30.11,$29.26,$29.26,$31.82,$23.77,$23.1,$23.1,$42.15,$31.49,$30.6,$30.6,$4.6,$3.44,$3.34,$3.34,$7.79,$5.82,$5.66,$5.66,$8.13,$6.07,$5.9,$5.9,25/08/2021 07:57:32
$0,$0,$0,$0,$26.75,$24.24,$23.4,$23.4,$33.82,$30.64,$29.58,$29.58,$23.74,$21.51,$20.77,$20.77,$30.06,$27.24,$26.29,$26.29,$23.73,$21.51,$20.76,$20.76,$31.44,$28.49,$27.5,$27.5,$3.43,$3.11,$3,$3,$5.81,$5.27,$5.08,$5.08,$6.06,$5.49,$5.3,$5.3,25/08/2021 07:58:37
$0,$0,$0,$0,$35.36,$25.97,$25.46,$25.46,$44.69,$32.83,$32.18,$32.18,$31.37,$23.05,$22.59,$22.59,$39.73,$29.18,$28.61,$28.61,$31.37,$23.04,$22.59,$22.59,$41.55,$30.52,$29.92,$29.92,$4.53,$3.33,$3.27,$3.27,$7.68,$5.64,$5.53,$5.53,$8.01,$5.88,$5.77,$5.77,25/08/2021 07:59:43
